Rank,Company Name,3-Year % Growth,Revenue,Industry,# of Employees,City,State
354, Dialect Technologies, 958%, $2.7 million, Telecommunications, 12, New York, NY
355, iGoDigital, 954%, $3.9 million, Software, 20, Indianapolis, IN
356, Integrated Media Solutions, 954%, $6.4 million, Media, 30, Manalapan, NJ
357, Methodical, 952%, $4.7 million, Government Services, 14, Denver, CO
358, Dancin' Dogg Golf, 951%, $2.2 million, Consumer Products & Services, 8, Traverse City, MI
359, Systems Made Simple, 947%, $40.6 million, IT Services, 114, Syracuse, NY
360, OrangeSoda, 946%, $19 million, Advertising & Marketing, 185, American Fork, UT
361, Nabros, 940%, $2.7 million, IT Services, 54, Warrenville, IL
362, Iris Data Services, 940%, $9.6 million, Business Products & Services, 125, Olathe, KS
363, DemandGen International, 940%, $4.2 million, Business Products & Services, 28, Danville, CA
364, Pharmacare, 937%, $18 million, Health, 36, Baltimore, MD
365, E Systems Technology, 936%, $15.8 million, Manufacturing, 61, Mountain View, CA
366, Design Build Group, 935%, $3.3 million, Construction, 10, Oklahoma City, OK
367, Complete Landscaping Systems, 934%, $11.9 million, Consumer Products & Services, 150, Wichita, KS
368, BuddyTV, 932%, $2.6 million, Media, 19, Seattle, WA
369, Dsys, 932%, $2.6 million, IT Services, 40, alpharetta, GA
370, Octo Consulting Group, 931%, $21.6 million, Government Services, 77, McLean, VA
371, SciMetrika, 921%, $10.9 million, Government Services, 74, Durham, NC
372, TriMark Solutions, 920%, $2.8 million, Advertising & Marketing, 12, Raleigh, NC
373, Mav6, 918%, $18.4 million, Government Services, 69, Vicksburg, MS
374, MocoSpace, 916%, $12.2 million, Media, 36, Boston, MA
375, Local Leads HQ, 915%, $2.3 million, Advertising & Marketing, 12, Las Vegas, NV
376, Demandforce, 915%, $15.3 million, Software, 104, San Francisco, CA
377, Q2ebanking, 912%, $18.5 million, Financial Services, 118, Austin, TX
378, 3ality Digital, 909%, $21.4 million, Business Products & Services, 52, Burbank, CA
379, TowerCo, 904%, $124.9 million, Telecommunications, 75, Cary, NC
380, ScribeAmerica, 903%, $8.4 million, Health, 800, Aventura, FL
381, DocuSign, 902%, $16.8 million, Software, 155, Seattle, WA
382, eMason, 898%, $14.8 million, Software, 94, Clearwater, FL
383, Veterans Enterprise Technology Solutions, 897%, $13.6 million, Government Services, 80, Clarksville, VA
384, Nova Datacom, 893%, $47.1 million, IT Services, 150, Chantilly, VA
385, Tilted Kilt Franchise Operating, 892%, $8 million, Food & Beverage, 78, Tempe, AZ
386, Mu Sigma, 886%, $41.5 million, Business Products & Services, 878, Northbrook, IL
387, BeautyChoice.com, 884%, $2.2 million, Retail, 5, Los Angeles, CA
388, RANDA Solutions, 884%, $5 million, Education, 22, Nashville, TN
389, BountyJobs, 881%, $16.2 million, Human Resources, 35, New York, NY
390, Ambit Energy, 867%, $417.7 million, Energy, 238, Dallas, TX
391, Pandora, 863%, $137.8 million, Media, 280, Oakland, CA
392, CloseOutStore.net, 863%, $6.8 million, Business Products & Services, 10, Los Angeles, CA
393, ROCS Entry Level Staffing, 862%, $2.4 million, Human Resources, 6, Fairfax, VA
394, myYearbook, 861%, $24 million, Media, 101, New Hope, PA
395, CORE Consulting, 860%, $2.4 million, Engineering, 48, Thiensville, WI
396, Synapse Marketing Solutions, 859%, $3.3 million, Advertising & Marketing, 22, Lancaster, PA
397, TicketLeap, 857%, $2.1 million, Consumer Products & Services, 22, Philadelphia, PA
398, Fairplay Financial, 857%, $3.1 million, Real Estate, 73, Kirkland, WA
399, Resource Environmental Solutions, 856%, $11.3 million, Environmental Services, 23, Baton Rouge, LA
400, Most Brand Development + Advertising, 851%, $43.4 million, Advertising & Marketing, 15, Aliso Viejo, CA
401, Exacq Technologies, 851%, $19.2 million, Security, 49, Fishers, IN
402, Resource Solutions Group, 850%, $21.9 million, Environmental Services, 31, Half Moon Bay, CA
403, Modern Automotive Performance, 845%, $9.2 million, Consumer Products & Services, 24, Plymouth, MN
404, RSL Fiber Systems, 840%, $6.8 million, Manufacturing, 14, East Hartford, CT
405, Curse, 839%, $5.4 million, Media, 38, San Francisco, CA
406, TBL Networks, 836%, $9.9 million, IT Services, 16, Glen Allen, VA
407, Golden Key Group, 835%, $7.9 million, Government Services, 85, Centreville, VA
408, Maximum One Realty Greater Atlanta, 834%, $4.1 million, Real Estate, 410, Powder Springs, GA
409, Verdi Consulting, 834%, $2.8 million, Government Services, 18, McLean, VA
410, Dignitas Technologies, 834%, $2.6 million, Government Services, 27, Orlando, FL
411, Outside the Lines, 832%, $4.7 million, Construction, 22, Orange, CA
412, CallCopy, 831%, $7.4 million, Software, 62, Columbus, OH
413, iBuyOfficeSupply.com, 830%, $4.6 million, Business Products & Services, 8, Plymouth, MN
414, IDS International, 828%, $9.7 million, Government Services, 60, Arlington, VA
415, Sainergy, 826%, $3.4 million, IT Services, 5, Morgan Hill, CA
416, IPNetZone Communications, 826%, $2.6 million, Telecommunications, 13, New York, NY
417, Mammoth Property Reservations, 826%, $3.1 million, Travel, 8, Van Nuys, CA
418, Search Influence, 825%, $2.1 million, Advertising & Marketing, 26, New Orleans, LA
419, Jobs2web, 824%, $9.9 million, Software, 84, Minnetonka, MN
420, ElJet Aviation Services, 823%, $3.2 million, Travel, 7, Los Angeles, CA
421, Realeflow, 823%, $6 million, Software, 31, Parma Heights, OH
422, CLEAResult, 821%, $43.5 million, Energy, 276, Austin, TX
423, Lulus.com, 813%, $12.1 million, Retail, 56, Chico, CA
424, Stella & Chewy's, 811%, $8.3 million, Consumer Products & Services, 73, Milwaukee, WI
425, Flip Flop Shops, 810%, $6.2 million, Retail, 7, Kennesaw, GA
426, Cosemi Technologies, 806%, $3.9 million, Computer Hardware, 8, Irvine, CA
427, AvePoint, 806%, $34.9 million, Software, 800, Jersey City, NJ
428, Axis Teknologies, 803%, $13.7 million, Telecommunications, 118, Sandy Springs, GA
429, TISTA Science and Technology, 803%, $5.6 million, Government Services, 51, Rockville, MD
430, Remote Medical International, 802%, $6.8 million, Health, 63, Seattle, WA
431, Millennium Medical, 802%, $8 million, Health, 12, Saint Cloud, FL
432, Invertix, 799%, $42.9 million, Government Services, 100, McLean, VA
433, Spectrum Aeromed, 799%, $7.9 million, Health, 21, Fargo, ND
434, AMMIRATI, 799%, $14.9 million, Advertising & Marketing, 30, New York, NY
435, Clarisonic, 797%, $104.8 million, Consumer Products & Services, 247, Bellevue, WA
436, Vycon, 797%, $6.6 million, Energy, 52, Yorba Linda, CA
437, Trowbridge & Trowbridge, 796%, $25.6 million, Government Services, 282, vienna, VA
438, Squarespace, 795%, $11.7 million, Software, 52, New York, NY
439, MetroSpec Technology, 795%, $3.2 million, Manufacturing, 20, Mendota Heights, MN
440, Mercury Solar Systems, 794%, $55 million, Energy, 260, Port Chester, NY
441, oDesk, 792%, $11.5 million, Human Resources, 48, Redwood City, CA
442, FranNet, 792%, $11.5 million, Business Products & Services, 12, Louisville, KY
443, Celestech, 787%, $6.2 million, Engineering, 20, Phoenix, AZ
444, Tower Wireless, 781%, $19.5 million, Retail, 126, Westerville, OH
445, Bluemile, 780%, $33.4 million, Telecommunications, 60, New Albany, OH
446, Maxsys Solutions, 777%, $8.5 million, IT Services, 106, Frisco, TX
447, Albeo Technologies, 776%, $7 million, Manufacturing, 18, Boulder, CO
448, Mono Machines, 775%, $6.4 million, Retail, 7, New York, NY
449, LogFire, 775%, $3.8 million, Software, 31, Atlanta, GA
450, Group Excellence, 773%, $13 million, Education, 465, Dallas, TX
451, TRX, 773%, $31.7 million, Retail, 123, San Francisco, CA
452, Trade the Markets, 773%, $4.3 million, Education, 14, Austin, TX
453, C&J Energy Services, 771%, $244.2 million, Energy, 580, Corpus Christi, TX
454, Blue Star Partners, 767%, $2.7 million, Business Products & Services, 2, Highland Park, IL
455, Acuity, 766%, $21.5 million, IT Services, 146, Washington, DC
456, M9 Solutions, 766%, $4.1 million, IT Services, 30, Atlanta, GA
457, The Natural Baby Company, 764%, $3.8 million, Consumer Products & Services, 15, Bozeman, MT
458, One on One, 763%, $50.9 million, Advertising & Marketing, 130, Lehi, UT
459, TraderPlanet.com, 763%, $2 million, Media, 5, Wesley Chapel, FL
460, WAVSYS, 760%, $15.2 million, Telecommunications, 264, Brooklyn, NY
461, LifeLock, 760%, $162.3 million, Security, 451, Tempe, AZ
462, Plan B Burger Bar, 756%, $8.9 million, Food & Beverage, 142, Hartford, CT
463, Round Sky, 756%, $3.7 million, Advertising & Marketing, 5, Los Angeles, CA
464, AA Metals, 755%, $65 million, Manufacturing, 23, Orlando, FL
465, Red Monkey Foods, 753%, $6.3 million, Food & Beverage, 42, Mount Vernon, MO
466, IntegraCore, 752%, $38.6 million, Logistics & Transportation, 108, West Jordan, UT
467, VariQ, 751%, $3.2 million, Government Services, 15, Rockville, MD
468, Homeland HealthCare, 750%, $54.3 million, Insurance, 113, Allen, TX
469, Source Consulting, 743%, $2.7 million, Logistics & Transportation, 7, Irvine, CA
470, Alex and Ani, 731%, $4.6 million, Retail, 44, Cranston, RI
471, IPKeys Technologies, 731%, $12.1 million, Government Services, 77, Eatontown, NJ
472, The1stMovement, 730%, $4.9 million, Advertising & Marketing, 35, Pasadena, CA
473, LocoX.com, 729%, $6.2 million, Retail, 40, Huntsville, AL
474, G5, 728%, $11.1 million, Advertising & Marketing, 97, Bend, OR
475, BrightStar Care, 727%, $99.1 million, Health, 88, Gurnee, IL
476, Veteran Corps of America, 726%, $19 million, Government Services, 18, O'Fallon, IL
477, Vanguard Cleaning Systems of the Inland Northwest, 726%, $4 million, Business Products & Services, 9, Spokane Valley, WA
478, FM Facility Maintenance, 724%, $304.2 million, Business Products & Services, 250, Hartford, CT
479, IDC Technologies, 723%, $26.3 million, IT Services, 550, Milpitas, CA
480, TrueCar, 721%, $38.1 million, Consumer Products & Services, 150, Santa Monica, CA
481, Levelwing, 720%, $44.8 million, Advertising & Marketing, 38, Charleston, SC
482, ICS, 719%, $33.2 million, Government Services, 210, Vienna, VA
483, Ayuda Management, 717%, $24.4 million, Government Services, 37, Broomfield, CO
484, Derflan, 714%, $4.6 million, Advertising & Marketing, 48, Westchester, IL
485, Photon Machines, 714%, $3.6 million, Engineering, 14, Redmond, WA
486, Broadgate, 709%, $3.3 million, IT Services, 58, Troy, MI
487, HeadStream, 708%, $3.8 million, IT Services, 55, New Castle, DE
488, Peeled Snacks, 706%, $2 million, Food & Beverage, 8, Brooklyn, NY
489, PeachMac, 703%, $18.8 million, Retail, 65, Athens, GA
490, Adept Consulting Services, 698%, $8.4 million, IT Services, 59, Lansdale, PA
491, Contact At Once, 693%, $3.6 million, Software, 28, Alpharetta, GA
492, Metova, 689%, $2.8 million, Software, 21, Franklin, TN
493, ELECTRONIC PAYMENTS, 689%, $42.7 million, Financial Services, 29, CALVERTON, NY
494, Stratus Building Solutions, 689%, $100 million, Business Products & Services, 11, St. Louis, MO
495, Digital Legal Tampa, 689%, $2.7 million, Business Products & Services, 14, Tampa, FL
496, Quality Electrodynamics, 686%, $17.2 million, Health, 60, Mayfield Village, OH
497, The Bowen Group, 686%, $3.8 million, Government Services, 38, Stafford, VA
498, Cable Links Consulting, 686%, $4.2 million, Government Services, 22, Fresno, CA
499, US Lighting Tech, 681%, $26.2 million, Manufacturing, 25, Irvine, CA
500, Paradigm Partners, 681%, $8.3 million, Business Products & Services, 35, Houston, TX
501, Dream Finders Homes, 680%, $14.2 million, Construction, 18, Jacksonville, FL
502, PURE Solutions NA, 678%, $5.1 million, Travel, 30, Buffalo, NY
503, CSS Distribution Group, 677%, $16.7 million, Business Products & Services, 12, Louisville, KY
504, SANpulse Technologies, 671%, $6.1 million, Software, 52, Jersey City, NJ
505, Rise Interactive, 670%, $5 million, Advertising & Marketing, 24, Chicago, IL
506, Ring2 Media, 668%, $2.4 million, Advertising & Marketing, 10, Westport, CT
507, Burry Foods, 668%, $47.2 million, Food & Beverage, 20, St.Charles, IL
508, Navitas Business Consulting, 668%, $2.2 million, IT Services, 50, Ashburn, VA
509, GeBBS Healthcare Solutions, 667%, $11.9 million, Health, 1400, Englewood Cliffs, NJ
510, Logical Solution Services, 663%, $9.4 million, Logistics & Transportation, 7, Lakehurst, NJ
511, Complete Nutrition, 659%, $29.3 million, Health, 40, Omaha, NE
512, BSP Software, 657%, $3 million, Software, 28, Rolling Meadows, IL
513, Choicelunch, 656%, $8.4 million, Food & Beverage, 98, San Ramon, CA
514, USI Wireless, 650%, $5 million, IT Services, 44, Minnetonka, MN
515, TicketZoom, 649%, $23.8 million, Consumer Products & Services, 4, Greenbrae, CA
516, Three Wire Systems, 649%, $19.9 million, Government Services, 30, Falls Church, VA
517, LinkedIn, 648%, $243.1 million, Media, 990, Mountain View, CA
518, MED Trends, 645%, $12.3 million, IT Services, 37, Rockville, MD
519, Sunset Healthcare Solutions, 644%, $3.2 million, Health, 44, Chicago, IL
520, Service Tech, 642%, $5.6 million, Consumer Products & Services, 35, Cedar Park, TX
521, Modea, 642%, $5.9 million, Advertising & Marketing, 73, Blacksburg, VA
522, Butterfly Effects, 642%, $3.1 million, Health, 150, Pompano Beach, FL
523, Web2Carz.com, 641%, $3.6 million, Advertising & Marketing, 2, Highland Park, IL
524, Berkeley Bionics, 640%, $4 million, Health, 25, Berkeley, CA
525, QuoteWizard, 640%, $20 million, Insurance, 45, Seattle, WA
526, ion interactive, 640%, $4.4 million, Software, 28, Boca Raton, FL
527, Elite Merchant Solutions, 639%, $10 million, Financial Services, 32, Van Nuys, CA
528, Virtualosity Solutions, 639%, $3.4 million, IT Services, 50, Camas, WA
529, YouSendIt, 637%, $24.4 million, Software, 134, Campbell, CA
530, Movoto.com, 637%, $3.4 million, Real Estate, 49, San Mateo, CA
531, 3VR, 635%, $14.4 million, Security, 70, San Francisco, CA
532, Lightning Quick Gas N Go, 635%, $11.9 million, Retail, 36, Adrian, MI
533, Pursuant, 630%, $14.2 million, Business Products & Services, 134, Dallas, TX
534, Mango Languages, 629%, $3.8 million, Education, 32, West Bloomfield, MI
535, e-Solutions, 625%, $20.6 million, IT Services, 62, San Jose, CA
536, Analytical Research, 623%, $6.8 million, Government Services, 30, National Harbor, MD
537, StoreBoard Media, 623%, $7.6 million, Advertising & Marketing, 9, New York, NY
538, Forensic Fluids Laboratories, 623%, $4.3 million, Health, 26, Kalamazoo, MI
539, GyanSys, 622%, $8.8 million, IT Services, 50, Indianapolis, IN
540, FriendFinder Networks, 620%, $346 million, Media, 416, Boca Raton, FL
541, Blue Fountain Media, 620%, $6 million, Advertising & Marketing, 68, New York, NY
542, One Click Ventures, 619%, $3.4 million, Retail, 40, Greenwood, IN
543, Third Sun Solar, 619%, $14.7 million, Energy, 27, Athens, OH
544, Cheap Ink, 617%, $2.2 million, Business Products & Services, 3, Bedford Park, IL
545, Vertek Solutions, 617%, $3.5 million, Human Resources, 26, Franklin, TN
546, VERGO Interactive, 617%, $2.5 million, Advertising & Marketing, 26, Scottsdale, AZ
547, Prive Jets, 615%, $7.3 million, Logistics & Transportation, 10, Hallandale, FL
548, Brian Taylor International, 614%, $6.7 million, Environmental Services, 11, Griffin, GA
549, Mindseeker, 613%, $4.2 million, IT Services, 85, Lansdowne, VA
550, YETI Coolers, 613%, $13 million, Consumer Products & Services, 24, Austin, TX
551, Concert Hot Spot, 612%, $2 million, Media, 8, Downers Grove, IL
552, Arc Aspicio, 611%, $7.7 million, Government Services, 22, Arlington, VA
553, Cellit, 610%, $4 million, Advertising & Marketing, 22, Chicago, IL
554, radius financial group, 606%, $16.4 million, Financial Services, 69, Norwell, MA
555, Archimedes Global, 605%, $17.1 million, Government Services, 85, Tampa, FL
556, Travelers Haven, 603%, $10.7 million, Business Products & Services, 30, Denver, CO
557, Carney, 602%, $26.9 million, Government Services, 100, Alexandria, VA
558, Provenance Consulting, 601%, $5.2 million, Engineering, 51, Borger, TX
559, K3 Enterprises, 599%, $10.7 million, Government Services, 39, Fayetteville, NC
560, 4moms, 596%, $3.4 million, Consumer Products & Services, 19, Pittsburgh, PA
561, Aegis Mobile, 595%, $8.3 million, IT Services, 36, Elkridge, ME
562, Collective, 592%, $100.8 million, Advertising & Marketing, 182, New York, NY
563, Magellan Hill Technologies, 589%, $8 million, Telecommunications, 13, Haddonfield, NJ
564, Naztec International Group, 589%, $5.2 million, Government Services, 18, WEST PALM BEACH, FL
565, Spellbinders Paper Arts, 588%, $9.5 million, Consumer Products & Services, 13, Phoenix, AZ
566, Usablenet, 586%, $22.1 million, IT Services, 150, New York, NY
567, Sena Cases, 583%, $14.1 million, Retail, 20, Irvine, CA
568, CHR Solutions, 578%, $52.6 million, Telecommunications, 465, Houston, TX
569, Digital Management, 576%, $57.2 million, Government Services, 400, Bethesda, MD
570, nTech Solutions, 576%, $3.2 million, IT Services, 10, Ellicott City, MD
571, TopSource Staffing, 575%, $7.7 million, Human Resources, 26, Plantation, FL
572, WTP Advisors, 572%, $11.8 million, Business Products & Services, 69, White Plains, NY
573, VMS Alarms, 572%, $12.2 million, Security, 196, Warwick, RI
574, ARRYVE, 571%, $8.3 million, Business Products & Services, 38, Redmond, WA
