Rank,Company Name,3-Year % Growth,Revenue,Industry,# of Employees,City,State
360, Ignited Discovery, 692%, $2.7 million, Business Products & Services, 20, Arlington, VA
361, Sage Management, 692%, $5 million, Government Services, 42, Hanover, MD
362, Aurora Contractors, 692%, $182.1 million, Construction, 70, Ronkonkoma, NY
363, Fusion Systems, 691%, $5.3 million, Manufacturing, 32, Burr Ridge, IL
364, TableTopics, 688%, $3.1 million, Consumer Products & Services, 5, Berkeley, CA
365, AnswerLab, 687%, $2.5 million, Business Products & Services, 10, San Francisco, CA
366, AJ Riggins, 686%, $2.3 million, Health, 6, Dallas, TX
367, Securit, 686%, $5.6 million, Security, 118, Flushing, NY
368, Sensis, 684%, $7.2 million, Advertising & Marketing, 27, Los Angeles, CA
369, Raven Rock Workwear, 684%, $6.8 million, Retail, 119, Dayton, OH
370, MindBody, 682%, $6 million, Software, 85, San Luis Obispo, CA
371, Ovation Health & Life Services, 679%, $3.6 million, Insurance, 2, Dallas, TX
372, Adayana, 678%, $38.9 million, Business Products & Services, 400, Indianapolis, IN
373, Triad Digital Media, 677%, $51.4 million, Advertising & Marketing, 155, Tampa, FL
374, Commcare Pharmacy, 675%, $56.7 million, Health, 36, Fort Lauderdale, FL
375, Zipcar, 675%, $105.9 million, Consumer Products & Services, 350, Cambridge, MA
376, Polaris Direct, 675%, $37.9 million, Advertising & Marketing, 92, Hooksett, NH
377, McLane Advanced Technologies, 671%, $47.1 million, Government Services, 275, Temple, TX
378, Castle Rock Innovations, 669%, $2.3 million, IT Services, 18, Chicago, IL
379, ESET, 667%, $111.4 million, Security, 200, San Diego, CA
380, Torres Advanced Enterprise Solutions, 667%, $66.3 million, Government Services, 415, Arlington, VA
381, Quest Products, 667%, $6.4 million, Manufacturing, 8, Gurnee, IL
382, Kirtas Technologies, 667%, $14.5 million, Business Products & Services, 75, Victor, NY
383, GS5, 663%, $8.7 million, Government Services, 64, DUMFRIES, VA
384, Knowledge Marketing, 662%, $3.1 million, Software, 25, Plymouth, MN
386, Infusionsoft, 662%, $12.6 million, Software, 135, Gilbert, AZ
387, Landscape Masterpiece, 659%, $2.1 million, Construction, 16, Carlsbad, CA
388, Libsys, 658%, $7.5 million, IT Services, 75, Naperville, IL
389, Tactile Systems Technology, 657%, $10.4 million, Health, 80, Minneapolis, MN
390, RAC Enterprise, 656%, $4.8 million, Retail, 2, West Hazleton, PA
391, Lead Research Group, 653%, $2.4 million, Advertising & Marketing, 25, Huntington Beach, CA
392, JBCStyle, 650%, $10.8 million, Human Resources, 26, New York, NY
393, Reliable Environmental Transport, 650%, $5.7 million, Environmental Services, 22, Bridgeport, WV
394, Five Nines Technology Group, 649%, $3 million, IT Services, 17, Lincoln, NE
395, Embassy International, 644%, $35.9 million, Consumer Products & Services, 40, Rockwall, TX
396, Ascendant Technology, 643%, $11 million, IT Services, 60, Austin, TX
397, SoftNice, 641%, $2.4 million, IT Services, 22, Allentown, PA
398, Engineering & Computer Simulations, 640%, $11.6 million, Government Services, 37, Orlando, FL
399, SEF Stainless Steel, 639%, $2.1 million, Construction, 26, Baltimore, MD
400, Tableau Software, 639%, $13.2 million, Software, 101, Seattle, WA
401, MegaMeeting.com, 639%, $2.8 million, Software, 23, Sherman Oaks, CA
402, Animax Entertainment, 639%, $5.7 million, Media, 55, Van Nuys, CA
403, Most Brand Development + Advertising, 638%, $10 million, Advertising & Marketing, 15, Aliso Viejo, CA
404, Mountain Khakis, 638%, $5.7 million, Consumer Products & Services, 17, Charlotte, NC
405, Iverify, 637%, $9.1 million, Security, 113, Charlotte, NC
406, Iplex, 637%, $80.9 million, Business Products & Services, 100, Alpharetta, GA
407, Digitaria, 635%, $15 million, Advertising & Marketing, 86, San Diego, CA
408, Saturna Capital, 634%, $15.6 million, Financial Services, 42, Bellingham, WA
409, EMSI, 631%, $4 million, Software, 55, Moscow, ID
410, Disability Group, 627%, $5.7 million, Consumer Products & Services, 100, Los Angeles, CA
411, Bomgar, 627%, $19.5 million, Software, 126, Ridgeland, MS
412, The Watchery, 623%, $30.6 million, Retail, 15, Brooklyn, NY
413, EAD, 622%, $12.5 million, Engineering, 43, Omaha, NE
414, MaxTorque, 620%, $4 million, Manufacturing, 11, Limerick, ME
415, Select Engineering, 620%, $5.6 million, Energy, 33, Tulsa, OK
416, Alpha Card Services, 620%, $7.6 million, Financial Services, 33, Huntingdon Valley, PA
417, Travel Ad Network, 620%, $11.5 million, Advertising & Marketing, 34, New York, NY
418, Ignite Media Solutions, 618%, $37.1 million, Advertising & Marketing, 68, Oldsmar, FL
419, Granicus, 618%, $10.2 million, Government Services, 100, San Francisco, CA
420, Spring2 Technologies, 618%, $24.2 million, IT Services, 28, Sandy, UT
421, Futura Builders Group, 618%, $3.4 million, Construction, 15, Jamaica, NY
422, BIAS, 617%, $25.1 million, IT Services, 95, Atlanta, GA
423, Tellico Electric, 613%, $6.9 million, Construction, 29, Lenoir City, TN
424, Oak Grove Technologies, 613%, $18.6 million, Government Services, 180, Raleigh, NC
425, PeopleShare, 611%, $9 million, Human Resources, 35, Philadelphia, PA
426, Bulk TV & Internet, 611%, $8.4 million, Business Products & Services, 20, Raleigh, NC
427, HealthDataInsights, 610%, $43.6 million, Health, 150, Las Vegas, NV
428, IndSoft, 609%, $7.1 million, IT Services, 99, St Charles, IL
429, Sensible Micro, 608%, $3.5 million, Computer Hardware, 18, Odessa, FL
430, DyKnow, 607%, $2.1 million, Software, 32, Indianapolis, IN
431, NeoPhotonics, 607%, $134 million, Telecommunications, 2100, San Jose, CA
432, Defender Direct, 605%, $141.8 million, Security, 1278, Indianapolis, IN
433, Gravity Payments, 599%, $2.7 million, Financial Services, 40, Seattle, WA
434, Integrated Mortgage Solutions, 598%, $16.3 million, Financial Services, 31, Houston, TX
435, Rennen International, 596%, $8.8 million, Consumer Products & Services, 40, S. Ozone Park, NY
436, A & D Home Health Solutions, 594%, $2.7 million, Health, 150, Newington, CT
437, 101 Financial, 593%, $3.2 million, Financial Services, 1, Kahuku, HI
438, The Select Group, 591%, $12 million, Human Resources, 28, Raleigh, NC
439, Decypher Technologies, 585%, $4 million, Government Services, 40, San Antonio, TX
440, American Unit, 585%, $32.8 million, IT Services, 300, Frisco, TX
441, UniTek USA, 583%, $265.6 million, Telecommunications, 2491, Blue Bell, PA
442, Deemsys, 583%, $3.8 million, Education, 42, Gahanna, OH
443, Ratchet, 582%, $5.2 million, IT Services, 36, Minneapolis, MN
444, Culmen International, 582%, $3.6 million, Government Services, 27, Alexandria, VA
445, Wise Men Consultants, 581%, $20.6 million, IT Services, 250, Houston, TX
446, CommonPlaces e-Solutions, 581%, $2.6 million, IT Services, 24, Hampstead, NH
447, Camp Bow Wow, 580%, $3.7 million, Consumer Products & Services, 25, Boulder, CO
448, Meridian Partners, 580%, $7.4 million, Government Services, 38, Miami Beach, FL
449, ECS, 580%, $14.1 million, Financial Services, 13, Springfield, MO
450, Hydra, 579%, $108.6 million, Advertising & Marketing, 70, Beverly Hills, CA
451, XT Global, 576%, $13.8 million, IT Services, 160, Dallas, TX
452, RigNet, 573%, $89.4 million, Energy, 198, Houston, TX
453, Fortis Construction, 573%, $151.1 million, Construction, 60, Portland, OR
454, RightStar Systems, 571%, $33.3 million, IT Services, 48, Vienna, VA
455, BRMi, 567%, $3.5 million, IT Services, 19, Clarksville, MD
456, Orbis Clinical, 567%, $9.1 million, Health, 67, Woburn, MA
457, Complete Office, 566%, $43.5 million, Business Products & Services, 150, Seattle, WA
458, CrankyApe.com, 566%, $49.8 million, Retail, 60, Cannon Falls, MN
459, Cardinal Technologies, 565%, $8.6 million, IT Services, 38, Bethesda, MD
460, Luxor, 564%, $5.6 million, Security, 10, Stafford, TX
461, Cactus Custom Analog Design, 561%, $2.9 million, Computer Hardware, 17, Chandler, AZ
462, Blue Streak Partners, 559%, $5 million, Human Resources, 9, New York, NY
463, SwaddleDesigns, 559%, $3.6 million, Consumer Products & Services, 12, Seattle, WA
464, LaserGifts, 556%, $16.1 million, Consumer Products & Services, 120, Prescott, AZ
465, NewsGator Technologies, 555%, $5.7 million, Software, 63, Denver, CO
466, H&H Steel Fabricators, 554%, $21.2 million, Manufacturing, 100, Dallas, TX
467, M2 Media Group, 554%, $8.6 million, Advertising & Marketing, 20, Stamford, CT
468, MotionPoint, 553%, $13.7 million, IT Services, 73, Coconut Creek, FL
469, Oompa Toys, 552%, $4 million, Retail, 22, Madison, WI
470, The Coding Source, 552%, $19.3 million, Health, 276, Los Angeles, CA
471, Planet Fitness, 551%, $99.4 million, Health, 170, Newington, NH
472, DOMA Technologies, 551%, $7 million, Business Products & Services, 143, Virginia Beach, VA
473, iVision, 551%, $6.2 million, IT Services, 35, Atlanta, GA
474, Ironbridge Consulting, 550%, $2.2 million, Business Products & Services, 8, Arlington, VA
475, Virpie, 550%, $15.7 million, IT Services, 130, Southbury, CT
476, Aribex, 550%, $5.4 million, Manufacturing, 28, Orem, UT
477, InfoSync Services, 549%, $8.2 million, Human Resources, 190, Wichita, KS
478, Monsoon, 548%, $5.4 million, Business Products & Services, 42, Portland, OR
479, James Ray International, 547%, $9.4 million, Consumer Products & Services, 20, Carlsbad, CA
480, Valudor Products, 546%, $37.7 million, Manufacturing, 7, Rancho Santa Fe, CA
480, Inphi Corporation, 547%, $43 million, Computer Hardware, 97, Westlake Village, CA
481, Electronic Cash Systems, 544%, $26.7 million, Financial Services, 28, Rancho Santa Margarita, CA
482, Select Marketing Solutions, 543%, $3 million, Advertising & Marketing, 15, Gurnee, IL
483, Mad*Pow, 541%, $2.6 million, Advertising & Marketing, 19, Portsmouth, NH
484, Concorde Construction, 541%, $25.7 million, Construction, 20, Charlotte, NC
485, New Era Portfolio, 540%, $7 million, Consumer Products & Services, 50, Austin, TX
486, adaQuest, 539%, $4.1 million, Business Products & Services, 35, Bellevue, WA
487, Carenet Healthcare Services, 537%, $10.1 million, Health, 156, San Antonio, TX
488, The Media Crew, 537%, $3.2 million, Advertising & Marketing, 14, Largo, FL
489, DiscountOfficeItems.com, 536%, $10 million, Retail, 14, Columbus, WI
490, ScienceLogic, 536%, $5.9 million, IT Services, 33, Reston, VA
491, KBK Technologies, 535%, $20.2 million, Manufacturing, 18, DEERFIELD BEACH, FL
492, Foundation Systems, 534%, $18.8 million, Human Resources, 145, San Francisco, CA
492, Netcordia, 534%, $9.7 million, Software, 63, Annapolis, MD
493, MidSouth Geothermal, 533%, $6.2 million, Energy, 24, Memphis, TN
494, Incipio Technologies, 532%, $8.2 million, Consumer Products & Services, 22, Irvine, CA
495, WhiteHat Security, 531%, $3.9 million, Security, 61, Santa Clara, CA
496, Single Digits, 530%, $4.4 million, Telecommunications, 36, Manchester, NH
497, GyanSys, 530%, $3 million, IT Services, 40, Indianapolis, IN
498, Mpell Solutions, 530%, $13 million, Advertising & Marketing, 35, Carlsbad, CA
499, HealthCareSeeker.com, 529%, $7 million, Health, 85, Boonton, NJ
500, Spinnaker, 528%, $9.6 million, Logistics & Transportation, 104, Denver, CO
501, Options University, 528%, $3.8 million, Education, 19, Boca Raton, FL
502, MedPro Rx, 528%, $43.2 million, Health, 27, Raleigh, NC
503, One Call Now, 528%, $4.6 million, Telecommunications, 37, Troy, OH
504, AlertNow, 527%, $8.5 million, Education, 51, Raleigh, NC
505, Nixsol, 527%, $2.1 million, IT Services, 22, Dunellen, NJ
506, InsideSales.com, 523%, $3.2 million, Software, 31, Provo, UT
507, Exaserv, 523%, $6.9 million, Human Resources, 36, Alpharetta, GA
508, iFAX Solutions, 522%, $7.2 million, Telecommunications, 9, Philadelphia, PA
509, Financial Investments, 521%, $2.5 million, Financial Services, 7, Herndon, VA
510, Emma, 520%, $8.3 million, Business Products & Services, 68, Nashville, TN
511, Tribeca Technology Solutons, 520%, $34.4 million, Business Products & Services, 38, New York, NY
512, IronTraffic, 520%, $6.9 million, Advertising & Marketing, 21, New York, NY
513, iMethods, 519%, $8.2 million, IT Services, 85, Jacksonville, FL
514, Ethertronics, 519%, $32.5 million, Telecommunications, 214, San Diego, CA
515, Global Business Consulting Services, 518%, $11.2 million, IT Services, 70, Edison, NJ
516, Thinkwell Group, 518%, $26.9 million, Media, 185, Burbank, CA
517, Corporate Allocation Services, 516%, $6.3 million, Government Services, 170, Westminster, CO
518, Obscura Digital, 516%, $16 million, Advertising & Marketing, 35, San Francisco, CA
519, Savi Technologies, 515%, $3 million, IT Services, 72, Lawrenceville, GA
520, CandleScience, 515%, $2.7 million, Consumer Products & Services, 10, Durham, NC
520, Aptela, 515%, $8.2 million, Telecommunications, 54, Herndon, VA
521, mWAVE Industries, 515%, $2 million, Manufacturing, 12, Windham, ME
522, TGaS Advisors, 513%, $4.6 million, Health, 26, Collegeville, PA
523, Federated IT, 513%, $9.7 million, Government Services, 65, Washington, DC
524, AspireHR, 513%, $15.7 million, Human Resources, 75, Plano, TX
525, ShelfGenie, 513%, $2.4 million, Consumer Products & Services, 18, Marietta, GA
526, Coyote Logistics, 513%, $241.8 million, Logistics & Transportation, 292, Chicago, IL
527, Cypress Consulting, 512%, $7.4 million, IT Services, 27, Seattle, WA
528, Aspen of DC, 510%, $5.6 million, Human Resources, 7, Washington, DC
529, Ideal Innovations, 509%, $81.2 million, Government Services, 315, Arlington, VA
530, Senior Living Investment Brokerage, 507%, $17.6 million, Real Estate, 17, Glen Ellyn, IL
531, Creative Realities, 507%, $44.5 million, Advertising & Marketing, 70, Fairfield, NJ
532, Midnight Oil Creative, 507%, $13.9 million, Advertising & Marketing, 47, Burbank, CA
533, Halo Group, 506%, $5 million, Financial Services, 58, Allen, TX
534, Presidium, 506%, $15 million, Education, 250, Reston, VA
535, About Time Technologies, 506%, $3.2 million, Software, 28, Payson, UT
536, Rimm-Kaufman Group, 506%, $4.5 million, Advertising & Marketing, 36, Charlottesville, VA
537, SMBology, 503%, $2.4 million, IT Services, 20, Houston, TX
538, Ward Media, 502%, $13 million, Advertising & Marketing, 24, New York, NY
539, AQIWO, 500%, $4 million, Government Services, 30, Arlington, VA
540, American Solar Electric, 500%, $15.2 million, Energy, 70, Scottsdale, AZ
541, Customer Effective Solutions, 497%, $5.6 million, IT Services, 32, Greenville, SC
542, Envisionit Media, 496%, $2 million, Advertising & Marketing, 22, Chicago, IL
543, Circadence, 495%, $8.8 million, Government Services, 25, Boulder, CO
544, Mary's Gone Crackers, 494%, $5.7 million, Food & Beverage, 60, Gridley, CA
545, Unison Systems, 494%, $16.4 million, IT Services, 120, Greenwood Village, CO
546, Smile Reminder, 493%, $4.1 million, Software, 35, Lehi, UT
547, Milestone Electric, 493%, $5.8 million, Construction, 27, Rowlett, TX
548, Watermark, 492%, $13.2 million, Engineering, 45, Lowell, MA
549, 6K Systems, 492%, $7.5 million, Government Services, 65, Leesburg, VA
550, Jatrodiesel, 491%, $4.8 million, Energy, 8, Miamisburg, OH
551, Medidata Solutions, 491%, $117.1 million, Health, 396, New York, NY
552, Pariveda Solutions, 490%, $23.4 million, IT Services, 142, Dallas, TX
553, DestinationWeddings.com, 488%, $30.9 million, Travel, 13, Wayland, MA
554, Concerro, 487%, $11.8 million, Health, 48, San Diego, CA
555, Colo4Dallas, 486%, $8.7 million, IT Services, 20, Dallas, TX
556, Tantus Technologies, 485%, $8.1 million, Government Services, 35, Washington, DC
557, Gilero, 485%, $2.8 million, Health, 11, Durham, NC
558, BackOffice Associates, 485%, $110.9 million, Business Products & Services, 335, South Harwich, MA
559, CPO Commerce, 484%, $32.1 million, Retail, 65, Pasadena, CA
560, Kully Supply, 483%, $2.4 million, Construction, 14, Prior Lake, MN
561, Wolde Flooring, 482%, $5.2 million, Construction, 15, Madison, AL
562, MetroStar Systems, 481%, $7.7 million, IT Services, 70, Reston, VA
563, Texas Energy Holdings, 481%, $26.2 million, Energy, 106, Dallas, TX
564, In-Building-Wireless, 481%, $7.5 million, Telecommunications, 40, Silver Spring, MD
565, Access America Transport, 480%, $46.6 million, Logistics & Transportation, 85, Chattanooga, TN
566, Qortex, 480%, $2.6 million, IT Services, 25, Englewood, CO
567, Gantech, 479%, $14 million, IT Services, 85, Columbia, MD
568, Wasatch I.T., 479%, $2.3 million, IT Services, 5, Salt Lake City, UT
569, Telogis, 478%, $9.6 million, Software, 36, Aliso Viejo, CA
570, Blue State Digital, 476%, $8.6 million, Advertising & Marketing, 46, New York, NY
571, Firehouse Animal Health Centers, 474%, $7.2 million, Consumer Products & Services, 125, Denver, CO
572, Tax Credit Processing Center/TaxBreak, 471%, $4 million, Financial Services, 43, Gadsden, AL
573, CAV International, 471%, $22.3 million, Government Services, 335, Colorado Springs, CO
574, Ferrilli Information Group, 468%, $2.7 million, Education, 26, Media, PA
575, Re:think Group, 468%, $3 million, Advertising & Marketing, 7, Stamford, CT
576, EventEQ, 467%, $2.1 million, Business Products & Services, 11, Columbia, MD
577, GaN, 467%, $5.7 million, Government Services, 53, Huntsville, AL
578, Brighton Cromwell, 466%, $15.9 million, Government Services, 27, Randolph, NJ
579, Hightowers Petroleum, 466%, $111.2 million, Energy, 17, Franklin, OH
